"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AG90","2019-10-10 02:00:00","25.000","102.000","1.100","24.800","0.720","1012.600","","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0R570","2019-10-10 02:00:00","37.000","58.000","1.300","25.900","0.850","1007.500","","0.000","-99.000","-99.000","-99.000","26.500","","25.900",""
"C0O900","2019-10-10 02:00:00","9.000","174.000","0.300","25.500","0.980","1011.600","","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0AD00","2019-10-10 02:00:00","86.000","188.000","0.700","24.100","0.750","1005.400","","0.000","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0V700","2019-10-10 02:00:00","24.000","35.000","0.600","26.900","0.820","1009.000","","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0AH00","2019-10-10 02:00:00","38.000","0.000","0.000","23.600","0.850","1010.300","","0.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0X080","2019-10-10 02:00:00","2.000","133.000","1.400","25.600","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"CM0150","2019-10-10 02:00:00","11.000","10.000","1.100","24.200","0.780","1012.500","","0.000","-99.000","-99.000","-99.000","24.400","","23.900",""
"C0I480","2019-10-10 02:00:00","2165.000","0.000","0.000","11.700","0.990","790.500","","0.000","-99.000","-99.000","-99.000","12.400","","11.600",""
"C0U940","2019-10-10 02:00:00","25.000","273.000","1.200","22.300","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","22.400","","22.300",""
"C0S970","2019-10-10 02:00:00","19.000","321.000","0.800","24.700","0.800","1011.500","","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0V260","2019-10-10 02:00:00","126.000","80.000","1.200","24.100","0.920","998.600","","0.000","-99.000","-99.000","-99.000","25.500","","24.100",""
"C0H990","2019-10-10 02:00:00","3076.000","76.000","0.500","5.700","0.810","707.700","","0.000","-99.000","-99.000","-99.000","6.400","","5.600",""
"C0F9K0","2019-10-10 02:00:00","30.000","27.000","1.500","23.300","0.810","1008.200","","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0AH90","2019-10-10 02:00:00","660.000","0.000","0.000","18.500","0.990","943.900","","0.500","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0W150","2019-10-10 02:00:00","42.000","68.000","2.400","24.800","0.770","1010.600","","0.000","41.200","72.000","","25.000","","24.800",""
"C0F000","2019-10-10 02:00:00","273.000","0.000","0.100","22.900","1.000","980.500","","0.000","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0K410","2019-10-10 02:00:00","20.000","21.000","1.100","24.800","0.830","1009.400","","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0R140","2019-10-10 02:00:00","740.000","0.000","0.000","21.600","0.680","933.200","","0.000","-99.000","-99.000","-99.000","21.700","","21.200",""
"C0V800","2019-10-10 02:00:00","256.000","284.000","0.500","23.300","0.920","982.200","","0.000","-99.000","-99.000","-99.000","24.400","","23.300",""
"C0S830","2019-10-10 02:00:00","288.000","359.000","2.000","21.500","0.950","983.000","","0.000","-99.000","-99.000","-99.000","22.600","","21.500",""
"C0S920","2019-10-10 02:00:00","98.000","253.000","0.400","23.500","0.920","998.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0V640","2019-10-10 02:00:00","35.000","108.000","1.000","26.500","0.830","1008.600","","0.000","-99.000","-99.000","-99.000","28.400","","26.400",""
"C0AH80","2019-10-10 02:00:00","68.000","0.000","0.200","21.200","0.930","1006.800","","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0K250","2019-10-10 02:00:00","12.000","20.000","0.900","22.900","0.910","1011.500","","0.000","-99.000","-99.000","-99.000","22.900","","22.500",""
"C0I410","2019-10-10 02:00:00","180.000","0.000","0.000","24.500","0.890","992.100","","0.000","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0M410","2019-10-10 02:00:00","245.000","326.000","0.300","22.300","1.000","981.500","","0.000","-99.000","-99.000","-99.000","23.600","","22.300",""
"C0F9Z0","2019-10-10 02:00:00","3193.000","33.000","1.700","6.800","0.640","698.000","","0.000","-99.000","-99.000","-99.000","7.600","","6.800",""
"C0U650","2019-10-10 02:00:00","442.000","293.000","1.400","19.900","0.940","965.900","","0.000","-99.000","-99.000","-99.000","20.400","","19.900",""
"C0D660","2019-10-10 02:00:00","65.000","67.000","2.300","24.300","0.710","1006.400","","0.000","-99.000","-99.000","-99.000","24.500","","24.300",""
"C0E540","2019-10-10 02:00:00","32.000","50.000","0.300","23.000","0.830","1010.300","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0W170","2019-10-10 02:00:00","42.000","45.000","2.500","23.500","0.760","1009.700","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0Z150","2019-10-10 02:00:00","27.000","223.000","1.800","22.900","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","23.000","","22.900",""
"C0S840","2019-10-10 02:00:00","22.000","294.000","1.700","23.200","0.950","1012.900","","0.000","-99.000","-99.000","-99.000","23.700","","23.200",""
"C0H9A0","2019-10-10 02:00:00","1595.000","0.000","0.000","16.000","0.990","847.600","","0.000","-99.000","-99.000","-99.000","16.200","","15.900",""
"C0Z300","2019-10-10 02:00:00","182.000","72.000","0.900","21.500","0.990","995.300","","0.000","-99.000","-99.000","-99.000","21.700","","21.500",""
"C0G730","2019-10-10 02:00:00","27.000","34.000","0.800","23.700","0.890","1010.500","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0V730","2019-10-10 02:00:00","33.000","0.000","0.100","26.300","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0SA00","2019-10-10 02:00:00","466.000","286.000","0.900","21.000","0.990","961.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.900",""
"C0S900","2019-10-10 02:00:00","27.000","60.000","2.900","26.300","0.730","1010.900","","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0C480","2019-10-10 02:00:00","105.000","111.000","0.400","24.000","0.730","1002.400","","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0V720","2019-10-10 02:00:00","15.000","0.000","0.100","27.200","0.850","1010.900","","0.000","-99.000","-99.000","-99.000","27.200","","26.600",""
"C0UA60","2019-10-10 02:00:00","566.000","5.000","2.500","18.600","0.960","950.700","","0.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0A980","2019-10-10 02:00:00","11.000","0.000","0.000","23.600","0.770","1014.300","","0.000","-99.000","-99.000","-99.000","24.800","","23.600",""
"C0C670","2019-10-10 02:00:00","250.000","24.000","1.600","21.700","0.790","986.000","","0.000","-99.000","-99.000","-99.000","22.300","","21.700",""
"C0K550","2019-10-10 02:00:00","15.000","324.000","1.000","24.200","0.890","1011.100","","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0R350","2019-10-10 02:00:00","35.000","46.000","4.100","24.800","0.860","1009.000","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0T9F0","2019-10-10 02:00:00","251.000","296.000","0.300","21.400","0.950","986.000","","0.000","-99.000","-99.000","-99.000","21.400","","21.300",""
"C0D390","2019-10-10 02:00:00","146.000","0.000","0.000","22.700","0.770","995.600","","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0E430","2019-10-10 02:00:00","258.000","0.000","0.000","21.400","0.970","987.700","","0.000","-99.000","-99.000","-99.000","21.800","","21.400",""
"C0O990","2019-10-10 02:00:00","18.000","157.000","0.900","24.600","0.990","1010.200","","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"CM0010","2019-10-10 02:00:00","68.000","97.000","0.400","22.700","0.750","1007.500","","0.000","-99.000","-99.000","-99.000","23.600","","22.700",""
"C0K500","2019-10-10 02:00:00","12.000","4.000","1.500","24.400","0.850","1010.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.400",""
"C0X260","2019-10-10 02:00:00","39.000","102.000","1.000","25.000","0.920","1008.500","","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0ACA0","2019-10-10 02:00:00","25.000","59.000","1.700","24.200","0.700","1010.900","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0X180","2019-10-10 02:00:00","62.000","132.000","0.400","25.100","0.990","1004.900","","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0F930","2019-10-10 02:00:00","100.000","0.000","0.100","23.400","1.000","1001.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0I010","2019-10-10 02:00:00","1562.000","254.000","0.700","16.100","0.980","849.900","","0.000","-99.000","-99.000","-99.000","16.700","","16.100",""
"C0R190","2019-10-10 02:00:00","32.000","0.000","0.000","24.900","0.940","1008.400","","0.000","-99.000","-99.000","-99.000","24.900","","24.700",""
"C0E420","2019-10-10 02:00:00","19.000","43.000","1.200","23.900","0.720","1009.600","","0.000","-99.000","-99.000","-99.000","24.100","","23.800",""
"C0W160","2019-10-10 02:00:00","49.000","47.000","10.400","24.300","0.810","1005.800","","0.000","-99.000","-99.000","-99.000","24.500","","24.300",""
"C0I460","2019-10-10 02:00:00","110.000","37.000","1.500","25.800","0.840","1000.000","","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0A9F0","2019-10-10 02:00:00","35.000","86.000","0.800","23.700","0.760","1011.700","","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0F9A0","2019-10-10 02:00:00","425.000","0.000","0.100","22.800","0.930","964.800","","0.000","-99.000","-99.000","-99.000","23.800","","22.800",""
"C0O950","2019-10-10 02:00:00","4.000","0.000","0.000","26.400","0.860","1011.200","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0M760","2019-10-10 02:00:00","40.000","37.000","0.800","25.300","0.870","1008.200","","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0AH70","2019-10-10 02:00:00","34.000","67.000","0.600","24.400","0.670","1011.400","","0.000","-99.000","-99.000","-99.000","24.900","","24.400",""
"C0V250","2019-10-10 02:00:00","298.000","26.000","1.000","21.900","0.980","979.200","","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0U980","2019-10-10 02:00:00","573.000","271.000","2.100","18.200","1.000","951.900","","0.000","-99.000","-99.000","-99.000","18.300","","18.000",""
"C0S740","2019-10-10 02:00:00","289.000","26.000","1.700","21.000","0.990","982.600","","0.000","-99.000","-99.000","-99.000","21.300","","21.000",""
"C0A940","2019-10-10 02:00:00","49.000","0.000","0.000","22.500","0.840","1009.900","","0.000","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0A920","2019-10-10 02:00:00","196.000","107.000","1.200","21.300","0.830","992.100","","0.000","-99.000","-99.000","-99.000","22.200","","21.300",""
"C0T870","2019-10-10 02:00:00","135.000","0.000","0.000","22.100","0.970","999.100","","0.000","-99.000","-99.000","-99.000","22.200","","22.100",""
"C0O930","2019-10-10 02:00:00","69.000","62.000","0.800","23.100","1.000","1005.500","","0.000","-99.000","-99.000","-99.000","24.300","","23.100",""
"C0AI40","2019-10-10 02:00:00","37.000","51.000","1.300","24.500","0.660","1011.000","","0.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0C460","2019-10-10 02:00:00","482.000","0.000","0.000","19.000","0.880","960.700","","0.000","-99.000","-99.000","-99.000","20.200","","18.900",""
"C0E520","2019-10-10 02:00:00","320.000","0.000","0.000","21.200","1.000","977.800","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0T9D0","2019-10-10 02:00:00","7.000","246.000","0.400","21.300","-99.000","1014.200","","0.000","-99.000","-99.000","-99.000","22.500","","21.300",""
"C0I390","2019-10-10 02:00:00","1184.000","0.000","0.000","19.000","0.970","887.400","","0.000","-99.000","-99.000","-99.000","19.000","","18.700",""
"C0B020","2019-10-10 02:00:00","86.000","18.000","2.900","23.600","0.750","1003.500","","0.000","-99.000","-99.000","-99.000","23.900","","23.600",""
"CM0170","2019-10-10 02:00:00","106.000","77.000","2.000","23.500","0.990","1001.700","","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0F860","2019-10-10 02:00:00","2215.000","0.000","0.000","12.000","1.000","783.000","","0.000","-99.000","-99.000","-99.000","13.000","","12.000",""
"C0U890","2019-10-10 02:00:00","116.000","266.000","1.500","22.200","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","22.300","","22.200",""
"C0G800","2019-10-10 02:00:00","15.000","36.000","2.700","23.800","0.860","1010.800","","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0F850","2019-10-10 02:00:00","379.000","130.000","0.300","22.500","0.880","969.900","","0.000","-99.000","-99.000","-99.000","23.400","","22.500",""
"C0AH50","2019-10-10 02:00:00","275.000","75.000","2.800","22.200","0.990","983.500","","0.000","-99.000","-99.000","-99.000","22.700","","22.100",""
"C0Z160","2019-10-10 02:00:00","124.000","0.000","0.000","22.100","0.960","1001.500","","0.000","-99.000","-99.000","-99.000","22.200","","18.900",""
"C0R540","2019-10-10 02:00:00","17.000","91.000","1.100","25.700","0.860","1010.400","","0.000","-99.000","-99.000","-99.000","26.300","","25.600",""
"C0K480","2019-10-10 02:00:00","56.000","33.000","0.800","24.800","0.880","1006.100","","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0H890","2019-10-10 02:00:00","440.000","213.000","0.400","22.500","0.950","963.300","","0.000","-99.000","-99.000","-99.000","23.100","","22.400",""
"C0S770","2019-10-10 02:00:00","375.000","327.000","0.300","21.300","0.950","971.700","","0.000","-99.000","-99.000","-99.000","21.800","","21.300",""
"C0X230","2019-10-10 02:00:00","29.000","187.000","0.900","25.700","0.850","1010.400","","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0B010","2019-10-10 02:00:00","38.000","0.000","0.200","22.900","0.860","1008.400","","0.000","-99.000","-99.000","-99.000","23.800","","22.900",""
"C1R340","2019-10-10 02:00:00","230.000","-99.000","-99.000","-99.000","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-10-10 02:00:00","49.000","13.000","0.800","24.900","0.920","1006.600","","0.000","-99.000","-99.000","-99.000","25.400","","24.900",""
"C0V440","2019-10-10 02:00:00","27.000","111.000","0.700","24.300","0.930","1009.100","","28.000","-99.000","-99.000","-99.000","26.800","","24.000",""
"C0SA40","2019-10-10 02:00:00","200.000","320.000","0.600","22.300","0.930","991.900","","0.000","-99.000","-99.000","-99.000","22.600","","22.200",""
"C0Z280","2019-10-10 02:00:00","224.000","0.000","0.000","21.600","0.990","990.400","","1.000","-99.000","-99.000","-99.000","21.700","","21.500",""
"C0Z070","2019-10-10 02:00:00","247.000","0.000","0.200","21.100","0.990","986.400","","1.500","-99.000","-99.000","-99.000","21.200","","21.100",""
"CM0180","2019-10-10 02:00:00","313.000","280.000","0.400","21.700","0.970","978.100","","0.000","-99.000","-99.000","-99.000","21.900","","21.500",""
"C0T9N0","2019-10-10 02:00:00","261.000","33.000","1.100","21.500","0.980","985.100","","0.000","-99.000","-99.000","-99.000","21.500","","21.400",""
"C0K470","2019-10-10 02:00:00","97.000","108.000","0.800","24.000","0.990","1001.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0R720","2019-10-10 02:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-10-10 02:00:00","28.000","127.000","1.600","25.900","0.820","1011.100","","0.000","-99.000","-99.000","-99.000","27.400","","25.900",""
"C0H9C0","2019-10-10 02:00:00","3402.000","329.000","1.600","5.100","0.830","678.300","","0.000","-99.000","-99.000","-99.000","5.200","","4.100",""
"C0U780","2019-10-10 02:00:00","15.000","268.000","1.200","22.900","0.920","1013.700","","0.000","-99.000","-99.000","-99.000","23.100","","22.900",""
"C0U760","2019-10-10 02:00:00","22.000","0.000","0.000","21.400","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.400",""
"C0X290","2019-10-10 02:00:00","10.000","155.000","1.200","26.000","0.880","1011.300","","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0R420","2019-10-10 02:00:00","504.000","99.000","2.300","19.900","-99.000","952.600","","0.500","-99.000","-99.000","-99.000","20.200","","19.900",""
"C0E830","2019-10-10 02:00:00","37.000","22.000","1.700","24.100","0.770","1008.700","","0.000","-99.000","-99.000","-99.000","24.600","","24.100",""
"C0K330","2019-10-10 02:00:00","38.000","0.000","0.200","25.100","0.830","1008.000","","0.000","-99.000","-99.000","-99.000","25.100","","24.800",""
"C0M660","2019-10-10 02:00:00","40.000","28.000","1.700","24.600","0.860","1008.600","","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0D580","2019-10-10 02:00:00","120.000","0.000","0.000","19.200","0.840","999.800","","0.000","-99.000","-99.000","-99.000","20.000","","19.200",""
